Day, no activity
time,temp1,humid1,temp2,humid2,Temp3,Humid3,Avg temp,Avg humid
0,21.97,6,25.39,7,22.95,6,23.44,6.33333333333333
1,21.97,6,25.39,7,22.95,6,23.44,6.33333333333333
2,21.97,6,25.39,7,22.95,6,23.44,6.33333333333333
3,21.97,6,25.39,7,22.95,6,23.44,6.33333333333333
4,21.97,6,25.39,7,22.95,6,23.44,6.33333333333333
5,21.97,6,25.39,7,22.95,6,23.44,6.33333333333333
6,21.97,6,25.39,7,22.95,6,23.44,6.33333333333333
7,21.97,6,25.39,7,22.95,6,23.44,6.33333333333333
8,21.97,6,25.39,7,22.95,6,23.44,6.33333333333333
9,21.97,6,24.9,7,22.95,6,23.2733333333333,6.33333333333333
10,21.97,6,24.9,7,22.95,6,23.2733333333333,6.33333333333333
11,21.97,6,25.39,7,22.95,6,23.44,6.33333333333333
12,21.97,6,24.9,7,22.95,6,23.2733333333333,6.33333333333333
13,21.97,6,24.9,7,22.95,6,23.2733333333333,6.33333333333333
14,21.97,6,24.9,7,22.95,6,23.2733333333333,6.33333333333333
15,21.97,6,24.9,7,22.95,6,23.2733333333333,6.33333333333333
16,21.97,6,24.9,7,22.95,6,23.2733333333333,6.33333333333333
17,21.97,6,24.9,7,22.95,6,23.2733333333333,6.33333333333333
18,21.97,6,24.9,7,22.95,6,23.2733333333333,6.33333333333333
19,21.97,6,24.9,7,22.95,6,23.2733333333333,6.33333333333333
20,21.97,6,24.9,6,22.95,6,23.2733333333333,6
21,21.97,6,24.9,7,22.95,6,23.2733333333333,6.33333333333333
22,21.97,6,24.9,7,22.95,6,23.2733333333333,6.33333333333333
23,21.97,6,24.9,7,22.95,6,23.2733333333333,6.33333333333333
24,21.97,6,24.9,7,22.95,6,23.2733333333333,6.33333333333333
25,21.97,6,24.9,7,22.95,6,23.2733333333333,6.33333333333333
26,21.97,6,24.9,7,22.95,6,23.2733333333333,6.33333333333333
27,21.97,6,24.9,7,22.95,6,23.2733333333333,6.33333333333333
28,21.97,6,24.9,7,22.95,6,23.2733333333333,6.33333333333333
29,21.97,6,24.9,7,22.95,6,23.2733333333333,6.33333333333333
30,21.97,6,24.41,7,22.95,6,23.11,6.33333333333333
31,21.97,6,24.41,7,22.95,6,23.11,6.33333333333333
32,21.97,6,24.41,7,22.95,6,23.11,6.33333333333333
33,21.97,6,24.41,7,22.95,6,23.11,6.33333333333333
34,21.97,6,24.41,6,22.95,6,23.11,6
35,22.46,6,24.41,7,22.95,6,23.27,6.33333333333333
36,21.97,6,24.41,7,22.95,6,23.11,6.33333333333333
37,21.97,6,24.41,7,22.95,6,23.11,6.33333333333333
38,21.97,6,24.41,7,22.95,6,23.11,6.33333333333333
39,22.46,6,24.41,7,22.95,6,23.27,6.33333333333333
40,21.97,6,24.41,7,22.95,6,23.11,6.33333333333333
41,21.97,6,24.41,7,22.95,6,23.11,6.33333333333333
42,21.97,6,24.41,7,22.95,6,23.11,6.33333333333333
43,21.97,6,24.41,7,22.95,6,23.11,6.33333333333333
44,22.46,6,24.41,7,22.95,6,23.27,6.33333333333333
45,21.97,6,24.41,6,22.95,6,23.11,6
46,22.46,6,24.41,7,22.95,6,23.27,6.33333333333333
47,22.46,6,24.41,7,22.95,6,23.27,6.33333333333333
48,22.46,6,24.41,7,22.95,6,23.27,6.33333333333333
49,22.46,6,24.41,6,22.95,6,23.27,6
50,22.46,6,24.41,6,22.95,6,23.27,6
51,21.97,6,24.41,7,22.95,6,23.11,6.33333333333333
52,22.46,6,23.93,7,22.95,6,23.11,6.33333333333333
53,22.46,6,23.93,7,22.95,6,23.11,6.33333333333333
54,22.46,6,23.93,6,22.95,6,23.11,6
55,22.46,6,23.93,6,22.95,6,23.11,6
56,22.46,6,23.93,6,22.95,6,23.11,6
57,22.46,6,23.93,6,22.95,6,23.11,6
58,22.46,6,23.93,6,22.95,6,23.11,6
59,22.46,6,23.93,6,22.95,6,23.11,6
60,22.46,6,23.93,6,22.95,6,23.11,6
61,22.46,6,23.93,7,22.95,6,23.11,6.33333333333333
62,22.95,11,24.41,14,23.44,9,23.60,11.3333333333333
63,23.44,27,25.39,16,23.93,12,24.25,18.3333333333333
64,23.44,7,25.39,8,24.41,10,24.41,8.33333333333333
65,23.44,6,25.88,17,23.93,4,24.42,9
66,23.93,25,26.37,28,23.93,7,24.74,20
67,24.9,35,26.37,28,24.9,12,25.39,25
68,25.88,38,26.37,29,25.88,17,26.04,28
69,25.88,16,26.86,30,27.34,23,26.69,23
70,25.88,21,27.34,36,27.34,22,26.85,26.3333333333333
71,26.37,34,27.83,36,27.34,18,27.18,29.3333333333333
72,26.86,22,27.83,42,27.34,21,27.34,28.3333333333333
73,26.37,21,28.32,43,27.34,27,27.34,30.3333333333333
74,26.37,22,28.32,42,27.83,30,27.51,31.3333333333333
75,26.86,37,28.32,36,27.83,31,27.67,34.6666666666667
76,27.34,41,27.83,27,27.83,32,27.67,33.3333333333333
77,27.34,25,27.83,32,27.83,31,27.67,29.3333333333333
78,27.34,29,28.81,37,27.83,22,27.99,29.3333333333333
79,27.34,36,28.81,35,27.83,27,27.99,32.6666666666667
80,27.83,40,27.83,31,28.32,28,27.99,33
81,27.83,41,28.32,31,28.32,18,28.16,30
82,27.83,28,28.32,34,27.83,14,27.99,25.3333333333333
83,27.83,25,28.32,31,28.32,21,28.16,25.6666666666667
84,27.83,30,28.32,30,28.32,30,28.16,30
85,27.83,36,28.32,33,28.81,32,28.32,33.6666666666667
86,27.83,39,28.81,34,28.32,34,28.32,35.6666666666667
87,28.32,32,28.81,35,28.32,26,28.48,31
88,28.32,29,28.81,35,28.32,19,28.48,27.6666666666667
89,27.83,17,28.81,35,28.32,22,28.32,24.6666666666667
90,27.83,24,28.81,35,28.81,24,28.48,27.6666666666667
91,28.32,39,28.81,34,28.81,25,28.65,32.6666666666667
92,27.83,26,28.81,33,28.81,17,28.48,25.3333333333333
93,27.83,31,28.81,32,28.32,9,28.32,24
94,27.83,43,28.81,26,28.81,13,28.48,27.3333333333333
95,28.32,49,28.32,21,28.81,15,28.48,28.3333333333333
96,27.83,39,28.81,31,28.81,17,28.48,29
97,27.83,38,29.3,33,28.81,18,28.6466666666667,29.6666666666667
98,28.32,46,28.81,20,28.81,12,28.65,26
99,28.32,35,28.81,27,28.81,8,28.65,23.3333333333333
100,28.32,35,29.3,35,28.81,13,28.81,27.6666666666667
101,28.32,43,29.3,38,29.3,10,28.9733333333333,30.3333333333333
102,28.81,48,29.3,38,28.81,7,28.9733333333333,31
103,28.81,36,29.3,34,29.3,10,29.1366666666667,26.6666666666667
104,28.32,39,29.3,36,29.3,12,28.9733333333333,29
105,28.81,46,29.3,37,29.3,9,29.1366666666667,30.6666666666667
106,28.81,43,29.79,36,29.3,7,29.3,28.6666666666667
107,28.32,36,29.3,36,29.3,10,28.9733333333333,27.3333333333333
108,28.32,36,29.3,36,29.3,12,28.9733333333333,28
109,28.81,41,29.3,31,29.79,8,29.3,26.6666666666667
110,28.81,43,29.3,34,29.3,8,29.1366666666667,28.3333333333333
111,29.3,45,29.3,35,29.79,10,29.4633333333333,30
112,29.3,46,29.3,29,29.79,7,29.4633333333333,27.3333333333333
113,29.79,46,29.3,34,29.3,6,29.4633333333333,28.6666666666667
114,29.79,40,29.3,35,29.3,6,29.4633333333333,27
115,29.3,41,29.3,24,29.3,7,29.3,24
116,29.3,42,29.3,31,29.3,11,29.3,28
117,29.3,43,29.79,37,29.79,13,29.6266666666667,31
118,29.3,43,30.27,38,29.79,16,29.7866666666667,32.3333333333333
119,29.79,44,29.79,37,30.27,13,29.95,31.3333333333333
120,29.79,43,29.79,39,29.79,12,29.79,31.3333333333333
121,29.79,38,29.79,37,29.79,15,29.79,30
122,29.3,33,29.79,34,29.79,16,29.6266666666667,27.6666666666667
123,28.81,35,30.27,36,29.79,14,29.62,28.3333333333333
124,29.3,39,30.76,38,30.27,15,30.11,30.6666666666667
125,29.3,36,30.76,36,30.27,11,30.11,27.6666666666667
126,28.81,32,30.76,37,29.79,11,29.79,26.6666666666667
127,28.81,37,30.76,38,29.79,11,29.79,28.6666666666667
128,29.3,40,30.27,35,29.79,7,29.7866666666667,27.3333333333333
129,29.3,40,30.27,35,29.79,10,29.7866666666667,28.3333333333333
130,29.3,35,30.27,36,30.27,12,29.9466666666667,27.6666666666667
131,28.81,33,30.27,33,29.79,6,29.62,24
132,28.81,38,29.79,24,29.79,10,29.46,24
133,29.3,41,29.79,12,30.27,26,29.7866666666667,26.3333333333333
134,29.3,35,29.3,25,30.27,19,29.6233333333333,26.3333333333333
135,28.81,24,29.79,34,29.79,8,29.46,22
136,28.32,17,30.27,38,29.79,20,29.46,25
137,28.32,31,30.76,40,30.27,28,29.78,33
138,28.81,40,30.76,37,30.27,31,29.95,36
139,29.3,43,30.27,37,30.27,19,29.9466666666667,33
140,29.79,44,30.27,38,30.27,25,30.11,35.6666666666667
141,29.3,40,30.76,39,30.27,26,30.11,35
142,29.3,42,30.76,39,30.27,16,30.11,32.3333333333333
143,29.79,43,30.76,38,30.27,17,30.27,32.6666666666667
144,29.79,40,30.27,32,30.27,20,30.11,30.6666666666667
145,29.3,38,29.79,31,30.27,13,29.7866666666667,27.3333333333333
146,29.3,37,30.27,31,30.27,14,29.9466666666667,27.3333333333333
147,29.79,39,30.27,35,30.27,17,30.11,30.3333333333333
148,29.79,37,30.27,36,30.27,8,30.11,27
149,29.3,34,30.27,35,30.27,7,29.9466666666667,25.3333333333333
150,29.3,35,30.27,31,29.79,7,29.7866666666667,24.3333333333333
151,29.3,38,30.27,33,29.79,22,29.7866666666667,31
152,29.79,40,30.27,35,30.27,34,30.11,36.3333333333333
153,29.79,40,30.27,35,30.27,39,30.11,38
154,29.3,35,30.27,28,30.27,41,29.9466666666667,34.6666666666667
155,29.3,33,30.27,32,30.27,39,29.9466666666667,34.6666666666667
156,29.3,36,30.27,33,30.27,42,29.9466666666667,37
157,29.79,38,30.27,21,30.27,43,30.11,34
158,29.79,32,30.27,32,30.27,43,30.11,35.6666666666667
159,29.79,32,30.27,32,30.27,41,30.11,35
160,30.27,36,30.27,23,30.27,41,30.27,33.3333333333333
161,29.79,18,30.27,28,30.27,39,30.11,28.3333333333333
162,30.27,29,30.76,32,30.27,39,30.43,33.3333333333333
163,30.27,23,30.76,28,30.27,40,30.43,30.3333333333333
164,30.27,16,30.27,26,30.27,30,30.27,24
165,30.27,27,30.76,33,30.27,30,30.43,30
166,30.27,32,30.76,37,30.27,35,30.43,34.6666666666667
167,30.27,33,30.76,30,30.27,32,30.43,31.6666666666667
168,30.27,28,30.76,34,30.27,21,30.43,27.6666666666667
169,30.27,10,30.76,36,30.27,26,30.43,24
170,30.27,10,30.76,31,30.27,26,30.43,22.3333333333333
171,30.27,12,30.76,30,30.27,16,30.43,19.3333333333333
172,29.79,13,30.76,34,30.27,21,30.27,22.6666666666667
173,29.79,14,31.25,36,30.76,20,30.60,23.3333333333333
174,30.27,14,31.25,32,30.27,14,30.60,20
175,30.27,14,30.76,30,30.76,21,30.60,21.6666666666667
176,29.79,14,30.76,34,30.76,17,30.44,21.6666666666667
177,30.27,14,30.76,35,30.76,14,30.60,21
178,30.27,14,30.76,34,30.76,17,30.60,21.6666666666667
179,29.79,13,30.76,33,30.76,17,30.44,21
180,29.79,13,30.76,32,30.76,11,30.44,18.6666666666667
181,30.27,18,30.76,32,30.76,14,30.60,21.3333333333333
182,30.27,17,30.76,31,30.76,14,30.60,20.6666666666667
183,30.27,8,30.76,31,30.76,10,30.60,16.3333333333333
184,29.79,8,30.76,30,30.76,13,30.44,17
185,29.79,8,30.76,29,30.76,11,30.44,16
186,29.79,9,30.76,32,30.76,8,30.44,16.3333333333333
187,29.79,24,30.76,33,30.76,13,30.44,23.3333333333333
188,30.27,35,30.76,34,30.76,12,30.60,27
189,30.76,38,30.76,33,30.76,8,30.76,26.3333333333333
190,30.27,38,30.76,30,30.76,12,30.60,26.6666666666667
191,30.27,29,30.76,32,30.76,14,30.60,25
192,30.27,26,30.76,33,30.76,8,30.60,22.3333333333333
193,30.27,32,30.76,30,30.76,10,30.60,24
194,30.27,34,30.76,31,30.76,13,30.60,26
195,30.27,34,30.76,33,30.76,8,30.60,25
196,30.27,33,30.76,28,30.76,9,30.60,23.3333333333333
197,30.27,27,30.76,32,30.76,13,30.60,24
198,30.27,13,30.76,33,30.76,10,30.60,18.6666666666667
199,30.27,29,30.76,28,30.76,7,30.60,21.3333333333333
200,30.27,34,30.76,32,30.76,10,30.60,25.3333333333333
201,30.27,30,31.25,34,30.76,12,30.76,25.3333333333333
202,30.27,13,30.76,29,30.76,8,30.60,16.6666666666667
203,30.27,25,30.76,33,30.76,8,30.60,22
204,30.27,32,31.25,34,30.76,18,30.76,28
205,30.76,35,30.76,30,30.76,21,30.76,28.6666666666667
206,30.76,21,30.76,34,30.76,9,30.76,21.3333333333333
207,30.27,18,31.25,37,30.76,7,30.76,20.6666666666667
208,30.27,30,30.76,22,30.76,22,30.60,24.6666666666667
209,30.27,34,30.76,31,30.76,30,30.60,31.6666666666667
210,30.76,35,31.25,34,30.76,35,30.92,34.6666666666667
211,30.76,36,31.25,35,30.76,29,30.92,33.3333333333333
212,30.76,35,31.25,36,30.76,31,30.92,34
213,30.27,19,31.25,29,31.25,31,30.92,26.3333333333333
214,30.27,19,31.25,33,31.25,29,30.92,27
215,30.76,27,31.25,34,31.74,33,31.25,31.3333333333333
216,30.76,29,31.25,32,31.74,34,31.25,31.6666666666667
217,30.76,9,31.25,31,31.74,26,31.25,22
218,30.27,8,31.25,33,31.74,28,31.09,23
219,30.27,9,31.25,33,31.25,36,30.92,26
220,30.27,23,31.25,30,31.25,41,30.92,31.3333333333333
221,30.76,31,31.25,32,31.25,26,31.09,29.6666666666667
222,31.25,36,31.25,33,31.25,27,31.25,32
223,31.25,31,31.25,34,31.25,26,31.25,30.3333333333333
224,30.76,10,31.25,31,31.25,26,31.09,22.3333333333333
225,30.76,9,31.25,31,31.25,30,31.09,23.3333333333333
226,30.76,9,31.25,33,31.25,24,31.09,22
227,30.76,16,31.74,35,31.25,25,31.25,25.3333333333333
228,30.76,27,31.25,32,31.25,29,31.09,29.3333333333333
229,31.25,32,31.25,35,31.25,26,31.25,31
230,31.25,34,31.25,37,30.76,25,31.09,32
231,31.25,21,31.25,38,30.76,19,31.09,26
232,31.25,9,31.74,37,30.76,22,31.25,22.6666666666667
233,30.76,9,31.74,39,30.76,24,31.09,24
234,30.76,17,31.74,66,31.25,24,31.25,35.6666666666667
235,31.25,25,31.25,55,31.25,29,31.25,36.3333333333333
236,31.25,28,31.25,63,31.25,24,31.25,38.3333333333333
237,31.25,23,31.25,109,30.76,24,31.09,52
238,31.25,16,31.74,176,30.76,41,31.25,77.6666666666667
239,31.25,17,31.74,183,30.76,22,31.25,74
240,31.25,12,31.74,201,30.76,18,31.25,77
241,30.76,12,31.74,13,30.27,10,30.92,11.6666666666667
242,30.76,17,31.25,10,30.27,8,30.76,11.6666666666667
243,30.76,10,30.76,9,29.79,7,30.44,8.66666666666667
244,30.76,9,30.76,9,29.79,7,30.44,8.33333333333333
245,30.76,9,30.76,9,29.79,7,30.44,8.33333333333333
246,30.27,9,30.76,9,29.79,7,30.27,8.33333333333333
247,30.27,9,30.27,8,29.79,8,30.11,8.33333333333333
248,30.27,9,30.27,8,29.79,8,30.11,8.33333333333333
249,30.27,9,30.27,8,29.3,8,29.9466666666667,8.33333333333333
250,29.79,8,30.27,8,29.3,8,29.7866666666667,8
251,29.79,8,30.27,8,29.3,8,29.7866666666667,8
252,29.79,8,29.79,8,29.3,8,29.6266666666667,8
253,29.79,8,29.79,8,28.81,8,29.46,8
254,29.3,8,29.79,8,28.81,8,29.3,8
255,29.3,8,29.79,8,28.81,8,29.3,8
256,29.3,8,29.3,8,28.81,8,29.1366666666667,8
257,29.3,8,29.3,8,28.81,8,29.1366666666667,8
258,29.3,8,29.3,8,28.81,8,29.1366666666667,8
259,28.81,8,29.3,8,28.32,8,28.81,8
260,28.81,8,29.3,8,28.32,8,28.81,8
261,28.81,8,28.81,8,28.32,8,28.65,8
262,28.81,8,28.81,8,28.32,8,28.65,8
263,28.81,8,28.81,8,28.32,8,28.65,8
264,28.32,8,28.81,8,28.32,8,28.48,8
265,28.32,8,28.81,8,28.32,8,28.48,8
266,28.32,8,28.81,8,27.83,8,28.32,8
267,28.32,8,28.32,8,27.83,7,28.16,7.66666666666667
268,28.32,8,28.32,8,27.83,8,28.16,8
269,28.32,8,28.32,8,27.83,8,28.16,8
270,27.83,8,28.32,8,27.83,8,27.99,8
271,27.83,8,28.32,8,27.83,8,27.99,8
272,27.83,8,28.32,8,27.83,8,27.99,8
273,27.83,8,28.32,8,27.83,8,27.99,8
274,27.83,8,28.32,8,27.83,8,27.99,8
275,27.83,8,28.32,8,27.34,8,27.83,8
276,27.83,8,27.83,8,27.34,8,27.67,8
277,27.83,8,27.83,8,27.34,7,27.67,7.66666666666667
278,27.34,8,27.83,8,27.34,7,27.50,7.66666666666667
279,27.34,8,27.83,7,27.34,7,27.50,7.33333333333333
280,27.34,8,27.83,7,27.34,7,27.50,7.33333333333333
281,27.34,8,27.83,8,27.34,7,27.50,7.66666666666667
282,27.34,8,27.83,8,27.34,7,27.50,7.66666666666667
283,27.34,7,27.34,7,27.34,7,27.34,7
284,27.34,7,27.34,8,27.34,7,27.34,7.33333333333333
285,27.34,7,27.34,8,27.34,7,27.34,7.33333333333333
286,26.86,8,27.34,7,27.34,7,27.18,7.33333333333333
287,26.86,7,27.34,7,26.86,7,27.02,7
288,26.86,7,27.34,7,26.86,7,27.02,7
289,26.86,7,27.34,7,26.86,7,27.02,7
290,26.86,7,27.34,7,26.86,7,27.02,7
291,26.86,7,26.86,7,26.86,7,26.86,7
292,26.86,7,26.86,7,26.86,7,26.86,7
293,26.86,7,26.86,7,26.86,7,26.86,7
294,26.86,7,26.37,7,26.86,7,26.70,7
295,26.37,7,26.37,7,26.86,7,26.53,7
296,26.37,7,26.37,7,26.86,7,26.53,7
297,26.37,7,26.37,7,26.86,7,26.53,7
298,26.37,7,26.37,7,26.37,7,26.37,7
299,26.37,7,26.37,7,26.37,7,26.37,7
300,26.37,7,26.37,7,26.37,7,26.37,7
